pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0xd53099799b245d0c4f899af10ec99999c0f6f01f084fbfd27e4b473e087f63f8,"$GTRADE / ETH",uniswap-v4-base,,ethereum,$GTRADE,470130,below,single_subject:gt_fdv,1105277,0
0x5ec8fd9b09454e7e2662a2c4c0432f95e896ea79,"VCNT / WETH 0.3%",uniswap-v3-base,vicicoin,weth,vicicoin,184820898,above,single_subject:cg_fdv,1101223,4566403
0xea7439b755bc83857e8ad502c06c97fd9d841e9b06e0892032d6ec22e09f4bd4,"LAPTOP / ETH",uniswap-v4-base,,ethereum,LAPTOP,416669,below,single_subject:gt_fdv,1085047,0
0x06ad0263ff2e7ec48d358234576ed3a65408e01d83b2959f2211787368e2ace2,"fatgirls / ETH",uniswap-v4-base,,ethereum,fatgirls,404076,below,single_subject:gt_fdv,1071706,0
0x9520e1a3bfd86da6c1e9e5ee4b9c2f11c413358f,"VIRTUAL / WETH 0.002%",aerodrome-slipstream-3,virtual-protocol,weth,virtual-protocol,423526790,above,single_subject:cg_mcap,1061384,57851770
0xa819cb0588e3a8e1631ba32010fbed2767554c3630c3b867e036210e60d9c171,"DIDDYOIL / ETH",uniswap-v4-base,,ethereum,DIDDYOIL,392661,below,single_subject:gt_fdv,1052772,0
0xbe762d548f8ca86a78e9da6e3ddc87f91457e398,"ICP / WETH 0.05%",aerodrome-slipstream-2,internet-computer,weth,internet-computer,1553716920,above,single_subject:cg_mcap,1051351,16745017
0x34c3c852716115326ceea6eac9e60e9a5d30079d86495be3c84ff0f06f4b89fc,"LAPTOP / ETH",uniswap-v4-base,,ethereum,LAPTOP,377264,below,single_subject:gt_fdv,1044734,0
0xc59160fb690eebdf67856e2051dc771b77ce4706e746cf4024f6b5823960d52c,"JUPCAT / ETH",uniswap-v4-base,,ethereum,JUPCAT,462843,below,single_subject:gt_fdv,1041087,0
0xf70c52931cc58bbfe74233277dd8d6b60dc0ab2046aa33201219235f2ef95eb1,"CRACKTOP / ETH",uniswap-v4-base,,ethereum,CRACKTOP,464970,below,single_subject:gt_fdv,1039214,0
